NewsHeadline	Phrase	SOHuman	Pattern	NewsCategory
Expectativa era receber entre R$ 20 a R$ 24 milhões da Portugal Telecom, diz secretário	diz secretário	0	v-fin n	Política e conflitos
Instalação da CPI da Petrobras será no dia 30 de junho, diz senador	diz senador	0	v-fin n	Política e conflitos
Lula e Dirceu foram omissos, diz senador do PSOL	diz senador	0	v-fin n	Política e conflitos
Operação de combate à pedofilia reflete necessidade de prevenção ao crime, diz senadora	diz senadora	0	v-fin n	Política e conflitos
Itaú e Unibanco não fecharão agências, diz sindicalista	diz sindicalista	0	v-fin n	Economia e negócios
Ordem para ataques a brasileiros que vivem na Bolívia não partiu do governo de Evo Morales, dizem autoridades	dizem autoridades	0	v-fin n	Política e conflitos
Conhecimento sobre produção de bomba atômica é essencial para o país, dizem especialistas	dizem especialistas	0	v-fin n	Economia e negócios
Não haverá desabastecimento de gás na Argentina, dizem interventores da petrolífera YPF	dizem interventores	0	v-fin n	Economia e negócios
Presidente do Paquistão irá renunciar, dizem jornais	dizem jornais	0	v-fin n	Política e conflitos
Brasil está mais bem preparado para Copa que África do Sul, dizem observadores	dizem observadores	0	v-fin n	Política e conflitos
José Alencar passa bem, dizem os médicos	dizem os médicos	0	v-fin art n	Saúde
FARC-PT:Abin não disse a verdade, dizem pessoas que trabalharam na investigação da Abin	dizem pessoas	0	v-fin n	Política e conflitos
Líder da Coréia do Norte, Kim Jong Il teria sofrido "grave" AVC, dizem reportagens	dizem reportagens	0	v-fin n	Política e conflitos
Madeira apreendida pelo Ibama será doada para vítimas de enchentes no Pará	doada para vítimas	2	v-pcp prp n	Economia e negócios
PDT vai fazer aliança com qualquer partido para dobrar quadro de prefeitos e vereadores	dobrar quadro	0	v-inf n	Política e conflitos
Bases americanas na Colômbia e gripe suína dominam debates na Unasul	dominam debates	0	v-fin n	Política e conflitos
Uruguaiana, no Rio Grande do Sul, é a cidade brasileira mais atingida pela gripe A	é a cidade	0	v-fin art n	Saúde
Tocha Olímpica é acesa em meio a protestos	é acesa	0	v-fin n	Política e conflitos
Ex-ministro Palocci é candidato à governador de São Paulo, diz "O Estado de S. Paulo"	é candidato	1	v-fin n	Política e conflitos
Deputado Roberto Jefferson, que denunciou o mensalão, é cassado	é cassado	-2	v-fin n	Política e conflitos
Luz para Todos é conquista de cidadania pela parcela mais pobre do Brasil, diz Lula	é conquista	0	v-fin n	Economia e negócios
Integrante da Comissão Européia de Justiça diz que negar Holocausto é crime em vários países europeus	é crime	-2	v-fin n	Política e conflitos
Infraestrutura é entrave para manter qualidade de fígado para transplante	é entrave	-1	v-fin n	Saúde
Cesare Battisti, o terrorista italiano, é escritor de livros policiais no exílio na França	é escritor	0	v-fin n	Política e conflitos
Vice-presidente dos EUA diz que Brasil é exemplo de democracia	é exemplo	1	v-fin n	Política e conflitos
Deputado espanhol é expulso da Venezuela depois criticar CNE e Chávez	é expulso	-2	v-fin n	Política e conflitos
Presidente do PCdoB culpa a oposição e diz que crise política no Brasil é golpe	é golpe	-1	v-fin n	Política e conflitos
Senador Arthur Virgílio diz que "Lula ou é idiota ou corrupto"	é idiota	-2	v-fin n	Política e conflitos
Polícia Federal explica que relatório enviado ao Supremo Tribunal não é indiciamento de parlamentares brasileiros envolvidos no mensalão	é indiciamento	0	v-fin n	Política e conflitos
Para Irã, Brasil é interlocutor preferido no continente	é interlocutor	0	v-fin n	Economia e negócios
Brasil mais uma vez é líder em reciclagem de latas de alumínio	é líder	0	v-fin n	Economia e negócios
Banco Português de Negócios é nacionalizado	é nacionalizado	0	v-fin n	Economia e negócios
Mensalão é o assunto dos principais jornais e revistas do Brasil	é o assunto	0	v-fin art n	Política e conflitos
Para turista estrangeiro, ?o melhor do Brasil é o brasileiro?, diz pesquisa	é o brasileiro?	0	v-fin art n	Economia e negócios
McCain é o candidato Republicano; Hillary ainda mantém fôlego	é o candidato	0	v-fin art n	Política e conflitos
Barack Obama é o Nobel da Paz de 2009	é o nobel	2	v-fin art n	Política e conflitos
David Blunkett não é o pai do filho de Kimberly Quinn	é o pai	0	v-fin art n	Política e conflitos
Ao chegar à reunião do G20, Obama diz que Lula é o político mais popular do mundo	é o político	0	v-fin art n	Economia e negócios
Passagem Aérea: Ex-Senador e atual Vice-Governador do Maranhão é o recordista das viagens dos ex-senadores	é o recordista	0	v-fin art n	Economia e negócios
Obama já é presidente dos Estados Unidos	é presidente	1	v-fin n	Política e conflitos
Aborto é problema de saúde pública, alerta Anistia Internacional	é problema	-2	v-fin n	Saúde
Estudo da OCDE aponta que investimento por aluno é quatro vezes menor no Brasil	é quatro vezes	0	v-fin num n	Política e conflitos
Arthur Virgílio afirma que retaliação peemedebista é quebra de decoro	é quebra	0	v-fin n	Política e conflitos
Dilma diz que caso de Sakineh é questão de direitos humanos, mas evita entrar em detalhes	é questão	0	v-fin n	Política e conflitos
Déficit da Previdência é R$ 2,6 bilhões em maio	é r$	0	v-fin n	Economia e negócios
Avaliação pessoal de Lula é recorde em janeiro e atinge 84%	é recorde	0	v-fin n	Política e conflitos
Projeto de reforma política é retrocesso e prejudica democracia, diz presidente do TSE	é retrocesso	-2	v-fin n	Política e conflitos
Marcus Valerius é solto e pode voltar para casa	é solto	1	v-fin n	Política e conflitos
Suspeito preso por ameaçar de morte os políticos na França é solto por falta de provas	é solto	1	v-fin n	Política e conflitos
Comércio Brasil-Argentina é tema de reunião em São Paulo	é tema	0	v-fin n	Economia e negócios
Holocausto é um mito, insiste Presidente do Irão	é um mito	0	v-fin art n	Política e conflitos
Andrea Pininfarina é vítima de acidente de moto	é vítima	-2	v-fin n	Economia e negócios
Londres é vítima de ataque terrorista	é vítima	-2	v-fin n	Política e conflitos
Agências de notícias sugerem que a campanha operada pelo Partido Republicano editou o artigo sobre a candidata a vice-presidência	editou o artigo	0	v-fin art n	Política e conflitos
EUA efectuam voos de reconhecimento no espaço aéreo da Síria	efectuam voos	0	v-fin n	Política e conflitos
Militares norte-coreanos efetuam disparos contra a Coreia do Sul	efetuam disparos	-2	v-fin n	Política e conflitos
Suíça elabora exame que pode diagnosticar gripe suína em até 36 horas	elabora exame	1	v-fin n	Saúde
Brasil e Rússia firmam parceria para elaborar projetos nas áreas civil e de defesa	elaborar projetos	1	v-inf n	Política e conflitos
Parlamento paquistanês elege candidato do PPP como novo primeiro-ministro	elege candidato	1	v-fin n	Política e conflitos
Jerusalém elege prefeito laico	elege prefeito	1	v-fin n	Política e conflitos
Iraque elege presidente curdo	elege presidente	1	v-fin n	Política e conflitos
Brasileiros elegem deputados envolvidos em escândalos de corrupção	elegem deputados	1	v-fin n	Política e conflitos
Portugal vai às urnas hoje para eleger a Assembleia da República	eleger a assembleia	1	v-inf prp n	Economia e negócios
Novo Parlamento de Cabo Verde será eleito em 6 de fevereiro	eleito em 6	0	v-pcp prp num	Política e conflitos
Hatoyama é eleito pelo Parlamento japonês como primeiro-ministro	eleito pelo parlamento	1	v-pcp prp n	Política e conflitos
Primeiro Eletroposto brasileiro é inaugurado	eletroposto brasileiro	0	v-pcp n	Economia e negócios
IBGE eleva estimativa da safra brasileira de grãos de 2012 para 160,7 milhões de toneladas	eleva estimativa	0	v-fin n	Economia e negócios
Japão eleva gravidade do acidente nuclear ao de Tchernobyl	eleva gravidade	-2	v-fin n	Saúde
OMS eleva nível de alerta da gripe suína	eleva nível	0	v-fin n	Saúde
Japão eleva para 178 número de infectados por gripe suína	eleva para 178	0	v-fin prp num	Saúde
OMS atualiza dados e eleva para 2099 casos de gripe suína	eleva para 2099	0	v-fin prp num	Saúde
IBGE eleva previsão da safra agrícola brasileira	eleva previsão	0	v-fin n	Economia e negócios
Copom eleva taxa básica de juros para 13% ao ano	eleva taxa	0	v-fin n	Economia e negócios
Elevadas concentrações de partículas finas lançam alerta em Bruxelas e flandres	elevadas concentrações	0	v-pcp n	Política e conflitos
Lula diz que a carga tributária no Brasil está muito distante das mais elevadas do mundo	elevadas do mundo	0	v-pcp prp n	Política e conflitos
Cinco novos casos da Gripe H1N1 elevam para 107 em Portugal	elevam para 107	0	v-fin prp num	Saúde
ONU elimina sanções ao Iraque	elimina sanções	2	v-fin n	Política e conflitos
Líder elogia decisão do STF de retirar acusação contra Delúbio, Genoíno e Valério	elogia decisão	1	v-fin n	Economia e negócios
Lula elogia governador de São Paulo Cláudio Lembo	elogia governador	1	v-fin n	Política e conflitos
Segunda edição do Festival Paulínia de Cinema tem grande repercussão e é elogiada por críticos	elogiada por críticos	1	v-pcp prp n	Economia e negócios
Durão Barroso elogiado por causa de projecto da UE para África	elogiado por causa	1	v-pcp prp n	Política e conflitos
Corte Suprema de Alabama ordena juízes parem de emitirem licenças de casamento do mesmo sexo	emitirem licenças	1	v-inf n	Política e conflitos
Presidente da Câmara não encaminha leitura de pedido de impeachment de Lula	encaminha leitura	0	v-fin n	Política e conflitos
PSDB analisa terça-feira se encaminha representação contra Renan ao Conselho de Ética	encaminha representação	0	v-fin n	Política e conflitos
Editora encara o desafio de transformar 44 anos de trabalho no mercado impresso em oportunidade de negócios na web	encara o desafio	0	v-fin art n	Economia e negócios
Bispo brasileiro encerra greve de fome	encerra greve	1	v-fin n	Política e conflitos
Evo Morales encerra greve de fome após Lei Eleitoral ter sido aprovada	encerra greve	1	v-fin n	Política e conflitos
Garotinho encerra greve de fome	encerra greve	1	v-fin n	Política e conflitos
Encerra o leilão de objetos pessoais dos franceses, o falecido estilista Yves Saint Laurent e o empresário Pierre Bergé	encerra o leilão	0	v-fin art n	Economia e negócios
Governo do Chile faz acordo com manifestantes e encerra onda de protestos no Sul do país	encerra onda	0	v-fin n	Política e conflitos
Presidente de Angola encerra visita em Portugal	encerra visita	1	v-fin n	Política e conflitos
Representantes de Zelaya dão por encerrado diálogo com aliados de Roberto Micheletti	encerrado diálogo	0	v-pcp n	Política e conflitos
Brasil e Venezuela encerram dia de reuniões sem acordo sobre refinaria	encerram dia	0	v-fin n	Economia e negócios
Brasil e Venezuela encerram dia de reuniões sem acordo sobre refinaria	encerram dia	0	v-fin n	Política e conflitos
Bolívia e Chile retomam hoje negociações para encerrar impasse sobre questão marítima	encerrar impasse	1	v-inf n	Política e conflitos
Chávez muda discurso e pede às Farc que encerrem luta armada na Colômbia	encerrem luta	2	v-fin n	Política e conflitos
Cônsul do Chile no Rio encontra dificuldades em se comunicar com seu país	encontra dificuldades	-2	v-fin n	Política e conflitos
Presidente do Conselho de Ética encontra grampo em seu escritório	encontra grampo	-1	v-fin n	Política e conflitos
Esquadrão anti-bombas detona material suspeito encontrado no Senado Federal brasileiro	encontrado no senado	0	v-pcp prp n	Política e conflitos
86% dos engenheiros agrônomos da UPCT encontram trabalho em um ano após acabar a carreira na Espanha	encontram trabalho	2	v-fin n	Saúde
Morales deve se encontrar com Chávez	encontrar com chávez	1	v-inf prp n	Política e conflitos
Democrata encontra-se com Chávez para falar sobre estadunidenses sequestrados	encontra-se com chávez	1	v-fin prp n	Política e conflitos
Bush encontra-se com Presidente da Guatemala	encontra-se com presidente	1	v-fin prp n	Política e conflitos
Zelaya encontra-se com presidente mexicano para discutir crise em Honduras	encontra-se com presidente	1	v-fin prp n	Política e conflitos
Japão endurece regras para concessão de visto a mexicanos	endurece regras	-1	v-fin n	Saúde
Deputados brasileiros endurecem lei contra milícias, justiceiros e segurança informal	endurecem lei	-1	v-fin n	Política e conflitos
Ex-ditador Saddam Hussein deve ser enforcado neste sábado	enforcado neste sábado	-3	v-pcp pron-det n	Política e conflitos
Sarney atribui crise a sua luta política e à vontade de enfraquecer o presidente Lula	enfraquecer o presidente	-1	v-inf art n	Política e conflitos
Líbano enfrenta crise humanitária segundo funcionário das Nações Unidas	enfrenta crise	2	v-fin n	Política e conflitos
Reeleito, Rafael Correa enfrenta desafios da crise econômica no Equador	enfrenta desafios	-1	v-fin n	Política e conflitos
Esporte paraolímpico ainda enfrenta dificuldades para crescer por falta de patrocínio	enfrenta dificuldades	-2	v-fin n	Política e conflitos
Portugal enfrenta greve geral contra medidas austeras do governo	enfrenta greve	-1	v-fin n	Política e conflitos
Crise econômica precisa ser enfrentada com foco no meio ambiente, defende senadora	enfrentada com foco	0	v-pcp prp n	Política e conflitos
Policiais e manifestantes voltam a se enfrentar ao final de passeata no Rio	enfrentar ao final	0	v-inf prp n	Política e conflitos
Bush diz a Lula que Brasil tem uma plataforma sólida para enfrentar crise	enfrentar crise	2	v-inf n	Economia e negócios
