NewsHeadline	Phrase	SOHuman	Pattern	NewsCategory
Freiras italianas sequestradas na Somália afirmam que foram bem-tratadas	freiras italianas	0	n, adj	
Vigilância sanitária russa libera exportação de carne de seis frigoríficos brasileiros	frigoríficos brasileiros	0	n, adj	
Equador e Venezuela mobilizam tropas na fronteira colombiana	fronteira colombiana	0	n, adj	
Governo brasileiro reconhece Estado palestino com fronteiras existentes em 1967	fronteiras existentes	0	n, adj	
Greve do funcionalismo público em Portugal	funcionalismo público	0	n, adj	
Funcionários públicos do Brasil entram em greve	funcionários públicos	0	n, adj	
Mensalão: CPI investiga 700 funcionários públicos	funcionários públicos	0	n, adj	
Comissão do Senado aprova o fim de fuso horário no Brasil	fuso horário	0	n, adj	
Comissão do Senado aprova o fim de fuso horário no Brasil	fuso horário	0	n, adj	
Futebolista escocês Dave Mackay morre aos 80	futebolista escocês	0	n, adj	
Presidente anuncia libertação de fuzileiros britânicos	fuzileiros britânicos	0	n, adj	
Grupo iraquiano ligado à Al Qaeda diz que vingou estupro de garota iraquiana	garota iraquiana	0	n, adj	
Emissões de gás carbônico de termoelétricas aumentam mais de 100% em 13 anos	gás carbônico	-1	n, adj	
Emissões de gás carbônico de termoelétricas aumentam mais de 100% em 13 anos	gás carbônico	-1	n, adj	
Bolívia pode pressionar Argentina para não revender gás natural ao Chile	gás natural	1	n, adj	
Evo Morales nacionaliza exploração de petróleo e gás natural na Bolívia	gás natural	1	n, adj	
Produção de petróleo e gás natural da Petrobras registra queda em fevereiro	gás natural	1	n, adj	
Rússia e Ucrânia chegam a um acordo sobre o gás natural	gás natural	1	n, adj	
Bolívia pode pressionar Argentina para não revender gás natural ao Chile	gás natural	1	n, adj	
Evo Morales nacionaliza exploração de petróleo e gás natural na Bolívia	gás natural	1	n, adj	
Restaurado o fornecimento de gás russo à Europa	gás russo	0	n, adj	
Ucrânia aceita reunião com países consumidores do gás russo, mas pede que não seja realizada na Rússia	gás russo	0	n, adj	
Ucrânia aceita reunião com países consumidores do gás russo, mas pede que não seja realizada na Rússia	gás russo	0	n, adj	
PGR pede que Supremo impeça utilização de recursos da CIDE para cobrir gastos administrativos	gastos administrativos	-1	n, adj	
Nasce bebê sem gene cancerígeno	gene cancerígeno	-3	n, adj	
Saddam transferiu armas de destruição em massa para a Síria, declara general iraquiano	general iraquiano	0	n, adj	
Dalai Lama classifica situação no Tibete de genocídio cultural	genocídio cultural	-2	n, adj	
Julgamento de José Dirceu gera princípio de crise entre poderes Judiciário e Legislativo no Brasil	gera princípio	0	n, adj	
STF retira acusação de gestão fraudulenta do banco BMG, Delúbio Soares, José Genoíno e Marcos Valério, acusados no ?Escândalo do Mensalão?	gestão fraudulenta	-2	n, adj	
Cientista político fala em golpe branco contra o governo brasileiro	golpe branco	-1	n, adj	
Golpe militar na Mauritânia completa uma semana	golpe militar	-1	n, adj	
Mais seis governadores brasileiros estão na mira do TSE	governadores brasileiros	0	n, adj	
Partido governista brasileiro prepara ofensiva contra meios de comunicação	governista brasileiro	0	n, adj	
Merkel é reeleita formalmente chefe do governo alemão	governo alemão	0	n, adj	
Governadores suspendem diálogo com o governo boliviano	governo boliviano	0	n, adj	
Agências de publicidade tomaram 90 milhões do governo brasileiro	governo brasileiro	0	n, adj	
Antonio Mexia diz que não recebeu Valério como representante do governo brasileiro	governo brasileiro	0	n, adj	
Cientista político fala em golpe branco contra o governo brasileiro	governo brasileiro	0	n, adj	
CUT, UNE e MST se unem para apoiar o governo brasileiro	governo brasileiro	0	n, adj	
Governo brasileiro reconhece Estado palestino com fronteiras existentes em 1967	governo brasileiro	0	n, adj	
Líder disse que governo brasileiro não teme as investigações	governo brasileiro	0	n, adj	
Lula recorre ao partido de oposição PMDB para salvar o governo brasileiro	governo brasileiro	0	n, adj	
Marcos Valério pediu 200 milhões de reais para não revelar corrupção no governo brasileiro, disse Veja	governo brasileiro	0	n, adj	
Orçamento do governo brasileiro é aprovado	governo brasileiro	0	n, adj	
Partidos de esquerda criticam governo brasileiro e apóiam investigações	governo brasileiro	0	n, adj	
Tratores ocupam a Esplanada dos Ministérios em Brasília, em protesto de agricultores contra o governo brasileiro	governo brasileiro	0	n, adj	
Tribunal de contas aponta irregularidades em contratos de publicidade do governo brasileiro	governo brasileiro	0	n, adj	
Defensoria Pública denuncia governo brasileiro por causa de gripe suína	governo brasileiro	0	n, adj	
Durante encontro patrocinado pelo governo brasileiro, discursa médico de ONG pró-aborto	governo brasileiro	0	n, adj	
Partido Comunista do Brasil defende FARC e compara governo colombiano a nazistas	governo colombiano	0	n, adj	
Governo estadual paulista anuncia fim das rebeliões no Estado de São Paulo	governo estadual	0	n, adj	
Ibope mostra liderança de Serra pelo governo estadual de SP	governo estadual	0	n, adj	
Presidente deposto de Honduras chega ao Brasil pedindo reação contra governo golpista	governo golpista	0	n, adj	
Representantes do governo golpista e do governo deposto retomam as negociações em Honduras	governo golpista	0	n, adj	
Lula responde ao governo italiano sobre concessão de asilo a Battisti	governo italiano	0	n, adj	
STF nega liminar pedida pelo governo italiano contra refúgio a Cesare Battisti	governo italiano	0	n, adj	
Novo governo mauritano após o golpe de Estado	governo mauritano	0	n, adj	
Estados Unidos impõem sanções diplomáticas ao governo provisório de Honduras	governo provisório	0	n, adj	
Snowden nega relacionamento com governo russo	governo russo	0	n, adj	
Mandela apresenta progressos e está "muito melhor", diz governo sul-africano	governo sul-africano	0	n, adj	
Mandela apresenta progressos e está "muito melhor", diz governo sul-africano	governo sul-africano	0	n, adj	
Uribe diz que "Chávez quer criar governo terrorista das FARC na Colômbia"	governo terrorista	-2	n, adj	
Partido dos Trabalhadores propõe CPI para investigar compra de votos neste governo e nos governos anteriores	governos anteriores	0	n, adj	
Governos estaduais do Brasil adotam medidas para evitar disseminação da gripe A entre presos	governos estaduais	0	n, adj	
Governos estaduais do Brasil decidem se prorrogam férias escolares	governos estaduais	0	n, adj	
Aliados de Chávez podem perder até dez governos regionais nas eleições deste ano	governos regionais	0	n, adj	
Portugal enfrenta greve geral contra medidas austeras do governo	greve geral	-1	n, adj	
Greve geral paralisa Portugal	greve geral	-1	n, adj	
Portugal enfrenta greve geral contra medidas austeras do governo	greve geral	-1	n, adj	
Escolas do Distrito Federal recebem kits de higiene contra gripe suína	gripe suína	-2	n, adj	
Granja dos Estados Unidos no México perto de caso confirmado de gripe suína	gripe suína	-2	n, adj	
Bases americanas na Colômbia e gripe suína dominam debates na Unasul	gripe suína	-2	n, adj	
Fiscalização de casos de gripe suína na fronteira com a Argentina só acontece em dias úteis	gripe suína	-2	n, adj	
Mais três países confirmam casos de gripe suína	gripe suína	-2	n, adj	
Ministério Público investiga ações tomadas em município do Rio para conter gripe suína	gripe suína	-2	n, adj	
Peru registra 11 mortes por gripe suína e governo adia desfiles militares em feriado nacional	gripe suína	-2	n, adj	
Temporão condena uso indiscriminado de medicamento contra gripe suína, chamando de ?disparate? e que Gripe A H1N1 é responsável por 60% dos casos de gripe	gripe suína	-2	n, adj	
Argentina passa a ser segundo país em número de mortes por gripe suína	gripe suína	-2	n, adj	
Brasil registra dois novos casos de gripe suína	gripe suína	-2	n, adj	
Brasil registra mais 73 casos de gripe suína	gripe suína	-2	n, adj	
Brasil tem 17 novos casos de gripe suína	gripe suína	-2	n, adj	
Brasil tem 23 casos confirmados de gripe suína	gripe suína	-2	n, adj	
Brasil tem novo caso confirmado de gripe suína	gripe suína	-2	n, adj	
Brasil tem três novos casos de gripe suína	gripe suína	-2	n, adj	
Cai para 17 o número de pessoas suspeitas de contrair o vírus da gripe suína no país	gripe suína	-2	n, adj	
Campinas confirma quinta morte por gripe suína na cidade	gripe suína	-2	n, adj	
Casos confirmados de gripe suína no mundo chegam a 658, diz OMS	gripe suína	-2	n, adj	
Casos de gripe suína chegam a 8.829 em 40 países	gripe suína	-2	n, adj	
Casos de gripe suína chegam a 985 com 26 mortes confirmadas em 20 países	gripe suína	-2	n, adj	
Casos de gripe suína em todo o mundo sobem para 9.830, com 79 mortes	gripe suína	-2	n, adj	
Casos de gripe suína no mundo chegam a 10 mil com 80 mortes	gripe suína	-2	n, adj	
Casos de gripe suína no mundo chegam a 29,6 mil	gripe suína	-2	n, adj	
Casos de gripe suína ultrapassam 5 mil em todo o mundo; Cuba e Finlândia confirmam casos	gripe suína	-2	n, adj	
Casos suspeitos de gripe suína no Brasil caem para 18	gripe suína	-2	n, adj	
Casos suspeitos de gripe suína no Paraná caem de sete para quatro	gripe suína	-2	n, adj	
Chile confirma primeira morte por gripe suína na América do Sul	gripe suína	-2	n, adj	
China confirma quarto caso de gripe suína no país	gripe suína	-2	n, adj	
China registra primeira morte por gripe suína	gripe suína	-2	n, adj	
Cientista do Instituto Adolfo Lutz isola vírus da gripe suína	gripe suína	-2	n, adj	
Cinco mortes são investigadas por suspeita de gripe suína em Campinas	gripe suína	-2	n, adj	
Confirmação de quinta morte por gripe suína no país sai até o final da manhã	gripe suína	-2	n, adj	
Confirmados mais quatro casos de gripe suína no país	gripe suína	-2	n, adj	
Continente africano tem primeiros casos suspeitos de gripe suína	gripe suína	-2	n, adj	
Da gripe suína a vírus informático	gripe suína	-2	n, adj	
Defensoria Pública denuncia governo brasileiro por causa de gripe suína	gripe suína	-2	n, adj	
Desaconselhar viagens não resolve problema de propagação da gripe suína, diz comissária da UE	gripe suína	-2	n, adj	
DF vai adiar retorno de férias para capacitar professores sobre gripe suína	gripe suína	-2	n, adj	
Escolas do Distrito Federal recebem kits de higiene contra gripe suína	gripe suína	-2	n, adj	
Estados Unidos confirmam primeira morte por gripe suína	gripe suína	-2	n, adj	
Estados Unidos registram mais uma morte por gripe suína	gripe suína	-2	n, adj	
Fiscalização de casos de gripe suína na fronteira com a Argentina só acontece em dias úteis	gripe suína	-2	n, adj	
Funcionário de Obama com sintomas de gripe suína	gripe suína	-2	n, adj	
Granja dos Estados Unidos no México perto de caso confirmado de gripe suína	gripe suína	-2	n, adj	
Gripe suína no Brasil continua sob controle, diz Ministério da Saúde	gripe suína	-2	n, adj	
Homem é internado em Salvador com suspeita de gripe suína	gripe suína	-2	n, adj	
Israel e Nova Zelândia confirmam primeiro caso de gripe suína	gripe suína	-2	n, adj	
Itália prevê mais de 3 milhões de casos de gripe suína até março de 2010	gripe suína	-2	n, adj	
Japão eleva para 178 número de infectados por gripe suína	gripe suína	-2	n, adj	
Lula diz que Brasil está preparado para enfrentar gripe suína	gripe suína	-2	n, adj	
Mais dois casos aumentam de um para três suspeitas de gripe suína no Paraná	gripe suína	-2	n, adj	
Mais quatro mortes por gripe suína no estado do Rio de Janeiro	gripe suína	-2	n, adj	
Mais três países confirmam casos de gripe suína	gripe suína	-2	n, adj	
México já registra 124 mortes provocadas por gripe suína	gripe suína	-2	n, adj	
Ministério da Saúde confirma que Brasil tem 905 casos de gripe suína	gripe suína	-2	n, adj	
Ministério Público investiga ações tomadas em município do Rio para conter gripe suína	gripe suína	-2	n, adj	
Ministério recomenda fechamento de creche em Florianópolis após caso de gripe suína	gripe suína	-2	n, adj	
Ministro da Saúde da Argentina estima que 100 mil pessoas podem estar com gripe suína no país	gripe suína	-2	n, adj	
Mortes por gripe suína chegam a 117 em 62 países	gripe suína	-2	n, adj	
Mortes provocadas por gripe suína chegam a 85 em todo o mundo	gripe suína	-2	n, adj	
Mundo registra mais de 11 mil novos casos de gripe suína, diz OMS	gripe suína	-2	n, adj	
Mundo registra quase 60 mil casos de gripe suína	gripe suína	-2	n, adj	
Município do Rio Grande do Sul decreta situação de emergência após registrar três mortes por gripe suína	gripe suína	-2	n, adj	
Número de casos confirmados de gripe suína sobe para 812 no país	gripe suína	-2	n, adj	
Número de mortes por gripe suína em todo o mundo chega a 91	gripe suína	-2	n, adj	
Obama diz que casos de gripe suína são preocupantes, mas não justificam alarme	gripe suína	-2	n, adj	
Ocorre o primeiro caso de transmissão de gripe suína entre pessoas no Brasil	gripe suína	-2	n, adj	
OMS atualiza dados e eleva para 2099 casos de gripe suína	gripe suína	-2	n, adj	
OMS confirma 2.371 casos de gripe suína	gripe suína	-2	n, adj	
OMS confirma cerca de 800 mortes por gripe suína em 160 países	gripe suína	-2	n, adj	
OMS declara pandemia de gripe suína	gripe suína	-2	n, adj	
OMS eleva nível de alerta da gripe suína	gripe suína	-2	n, adj	
OMS informa que casos de gripe suína passam de 20 mil, com 125 mortes	gripe suína	-2	n, adj	
OMS registra 429 mortes por gripe suína em todo o mundo	gripe suína	-2	n, adj	
